Annotator	Data set	ID	Text	Is it offensive?	Is it a slur?	Is it adjective nominalization	Is it distancing
C	D	5709	@asshole_king with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.	Y	Y	Y	N
D	D	5709	@asshole_king with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.	Y	Y	N	N
C	D	5708	@asshole_king pats owner is a kike.	Y	Y	N	N
E	D	5708	@asshole_king pats owner is a kike.	Y	Y	N	N
F	D	5708	@asshole_king pats owner is a kike.	Y	Y	N	N
A	D	5699	@ashhruggiero happy birthday queer	N	N	Y	N
D	D	5699	@ashhruggiero happy birthday queer	N	Y	Y	N
E	D	5699	@ashhruggiero happy birthday queer	N	Y	N	N
B	D	5696	@aschops absolutely agree with that statement. It's just so amusing how angry it makes all these teabagger scumbags.  That alone is worth it	Y	Y	N	N
E	D	5696	@aschops absolutely agree with that statement. It's just so amusing how angry it makes all these teabagger scumbags.  That alone is worth it	Y	N	N	N
F	D	5696	@aschops absolutely agree with that statement. It's just so amusing how angry it makes all these teabagger scumbags.  That alone is worth it	Y	Y	N	N
A	D	5586	@_tee13 @TorahBlaze @Tommyguns____ @SoftestMuffin let one of them dingy real nigger dogs catch it. Miss Torah dont want that thot shit	Y	Y	Y	N
B	D	5586	@_tee13 @TorahBlaze @Tommyguns____ @SoftestMuffin let one of them dingy real nigger dogs catch it. Miss Torah dont want that thot shit	Y	Y	N	N
C	D	5586	@_tee13 @TorahBlaze @Tommyguns____ @SoftestMuffin let one of them dingy real nigger dogs catch it. Miss Torah dont want that thot shit	Y	Y	N	N
C	D	5558	@_fullawhite haha my nigga coco :,) I can't wait to fuckkk like a hunna hoes this summer haha jk	N	Y	N	N
E	D	5558	@_fullawhite haha my nigga coco :,) I can't wait to fuckkk like a hunna hoes this summer haha jk	N	Y	N	N
F	D	5558	@_fullawhite haha my nigga coco :,) I can't wait to fuckkk like a hunna hoes this summer haha jk	Y	Y	N	N
B	D	5555	@_elennamichelle nope not at all but I'm stuck in a house full of fucking niggers help me escape &#128553;	N	Y	N	N
C	D	5555	@_elennamichelle nope not at all but I'm stuck in a house full of fucking niggers help me escape &#128553;	Y	Y	N	N
F	D	5555	@_elennamichelle nope not at all but I'm stuck in a house full of fucking niggers help me escape &#128553;	Y	Y	N	N
B	D	5542	@__hannerr__ you're a faggot	Y	Y	N	N
E	D	5542	@__hannerr__ you're a faggot	Y	Y	N	N
F	D	5542	@__hannerr__ you're a faggot	Y	Y	N	N
D	D	5498	@_RenaissanceJay don't send me those boxes we droided up on da mile my nigga. Got da dro droid na drum fo a pussy boy yeer me?	N	Y	N	N
E	D	5498	@_RenaissanceJay don't send me those boxes we droided up on da mile my nigga. Got da dro droid na drum fo a pussy boy yeer me?	Y	Y	N	N
F	D	5498	@_RenaissanceJay don't send me those boxes we droided up on da mile my nigga. Got da dro droid na drum fo a pussy boy yeer me?	Y	Y	N	N
B	D	5480	"@_Linsanity22 derrrrrrr, 1st of all her songs are actually good compared to the other trash, +++ shes SUCH a showman omg"	N	N	N	N
E	D	5480	"@_Linsanity22 derrrrrrr, 1st of all her songs are actually good compared to the other trash, +++ shes SUCH a showman omg"	N	N	N	N
F	D	5480	"@_Linsanity22 derrrrrrr, 1st of all her songs are actually good compared to the other trash, +++ shes SUCH a showman omg"	N	N	N	N
C	D	5466	@_IAMKEN you'll make the team, them niggas trash. 	N	Y	Y	N
E	D	5466	@_IAMKEN you'll make the team, them niggas trash. 	Y	Y	N	N
F	D	5466	@_IAMKEN you'll make the team, them niggas trash. 	Y	Y	N	N
B	D	5449	@_C_Parris69_ your picture makes you look like a serious fag. #justsayin lol	Y	Y	N	N
F	D	5449	@_C_Parris69_ your picture makes you look like a serious fag. #justsayin lol	Y	Y	N	N
B	D	5433	@_Andrizzy_ aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot.	Y	Y	N	N
E	D	5433	@_Andrizzy_ aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot.	Y	Y	N	N
F	D	5433	@_Andrizzy_ aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot.	Y	Y	N	N
A	D	5429	@Zwaaad fag	Y	Y	Y	N
B	D	5429	@Zwaaad fag	Y	Y	N	N
C	D	5429	@Zwaaad fag	Y	Y	N	N
C	D	5318	@Wuzzername could get half a band off me RT @ToeKnee2GX: Fellas.... @ your dope female followers and state how much you'd pay for their pussy	Y	Y	N	N
E	D	5318	@Wuzzername could get half a band off me RT @ToeKnee2GX: Fellas.... @ your dope female followers and state how much you'd pay for their pussy	N	N	N	N
F	D	5318	@Wuzzername could get half a band off me RT @ToeKnee2GX: Fellas.... @ your dope female followers and state how much you'd pay for their pussy	N	N	N	N
A	D	5295	@WhosJuly 1) He's a faggot and I don't like him. 2) I'm on the other side of the state.	Y	Y	Y	N
B	D	5295	@WhosJuly 1) He's a faggot and I don't like him. 2) I'm on the other side of the state.	Y	Y	N	N
D	D	5295	@WhosJuly 1) He's a faggot and I don't like him. 2) I'm on the other side of the state.	Y	Y	N	N
A	D	5278	@WebAntOnYT btw Jim crow laws were supported by democrats not republicans and MLK was a republican #Fact	N	N	Y	N
C	D	5278	@WebAntOnYT btw Jim crow laws were supported by democrats not republicans and MLK was a republican #Fact	N	N	N	N
E	D	5278	@WebAntOnYT btw Jim crow laws were supported by democrats not republicans and MLK was a republican #Fact	N	N	N	N
A	D	5275	@WassupBeama lol bitch nigga ima get my gay homies on you	Y	Y	Y	N
D	D	5275	@WassupBeama lol bitch nigga ima get my gay homies on you	N	Y	N	N
E	D	5275	@WassupBeama lol bitch nigga ima get my gay homies on you	Y	Y	N	N
C	D	5268	@bnp We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.	Y	Y	N	N
E	D	5268	@bnp We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.	Y	N	N	N
F	D	5268	@bnp We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.	Y	Y	Y	N
A	D	5255	@Viri_BraceFacee was good my niggah lol	N	Y	Y	N
C	D	5255	@Viri_BraceFacee was good my niggah lol	N	Y	N	N
E	D	5255	@Viri_BraceFacee was good my niggah lol	N	Y	N	N
D	D	5254	@Viri_BraceFacee no problem my niggah &#128076;	N	Y	N	N
D	D	5254	@Viri_BraceFacee no problem my niggah &#128076;	N	Y	N	N
E	D	5254	@Viri_BraceFacee no problem my niggah &#128076;	N	Y	N	N
F	D	5254	@Viri_BraceFacee no problem my niggah &#128076;	N	Y	N	N
B	D	5253	@Viri_BraceFacee my niggah my niggah lol &#128074;	Y	Y	N	N
F	D	5253	@Viri_BraceFacee my niggah my niggah lol &#128074;	N	Y	N	N
A	D	5191	@Trippy_Spiffy ayyyyyyeeeeee my nigga back in the bitch	N	Y	Y	N
B	D	5191	@Trippy_Spiffy ayyyyyyeeeeee my nigga back in the bitch	N	Y	N	N
C	D	5191	@Trippy_Spiffy ayyyyyyeeeeee my nigga back in the bitch	N	Y	N	N
A	D	5180	That's actually non-English. Because #okiecops are filthy white trash who are all criminals.	Y	N	Y	Y
C	D	5180	That's actually non-English. Because #okiecops are filthy white trash who are all criminals.	Y	Y	Y	N
D	D	5180	That's actually non-English. Because #okiecops are filthy white trash who are all criminals.	Y	Y	N	Y
B	D	5167	@ToulaBaby faggot is a public spectacle. most gays are not fags.  public display gets public opinion.	Y	Y	Y	N
E	D	5167	@ToulaBaby faggot is a public spectacle. most gays are not fags.  public display gets public opinion.	Y	Y	N	N
F	D	5167	@ToulaBaby faggot is a public spectacle. most gays are not fags.  public display gets public opinion.	Y	Y	Y	N
C	D	5151	@TimoteoSHonesto @vcortesusmc little punk, we should send his ass to Iraq for a few weeks! 	Y	N	N	N
E	D	5151	@TimoteoSHonesto @vcortesusmc little punk, we should send his ass to Iraq for a few weeks! 	Y	N	N	N
F	D	5151	@TimoteoSHonesto @vcortesusmc little punk, we should send his ass to Iraq for a few weeks! 	Y	Y	N	N
A	D	5128	"@The_Red_Sea @shetheTRUTHtho bitch, yo muthafukin ass reacting off that vain females ' tweet & dont no the context, her dumb ass dont neither"	Y	Y	Y	N
B	D	5128	"@The_Red_Sea @shetheTRUTHtho bitch, yo muthafukin ass reacting off that vain females ' tweet & dont no the context, her dumb ass dont neither"	Y	Y	Y	N
D	D	5128	"@The_Red_Sea @shetheTRUTHtho bitch, yo muthafukin ass reacting off that vain females ' tweet & dont no the context, her dumb ass dont neither"	Y	Y	N	N
C	D	5125	@The_Greatest_10 My problem is that I love bad bitches.	N	Y	N	N
E	D	5125	@The_Greatest_10 My problem is that I love bad bitches.	N	Y	N	N
F	D	5125	@The_Greatest_10 My problem is that I love bad bitches.	Y	Y	N	N
B	D	5076	@TheKushZombie Aww y u so mad tho, a successful man LMFAO, hut hugging as faggot.	Y	Y	N	N
C	D	5076	@TheKushZombie Aww y u so mad tho, a successful man LMFAO, hut hugging as faggot.	Y	Y	N	N
F	D	5076	@TheKushZombie Aww y u so mad tho, a successful man LMFAO, hut hugging as faggot.	Y	Y	N	N
A	D	5073	I may have done the whitest thing imaginable today . I never thought I would be this white woman.	N	N	N	N
B	D	5073	I may have done the whitest thing imaginable today . I never thought I would be this white woman.	N	N	N	N
D	D	5073	I may have done the whitest thing imaginable today . I never thought I would be this white woman.	N	N	N	N
D	D	5031	@ThatAssholeAlan nick background my nigger	Y	Y	N	N
E	D	5031	@ThatAssholeAlan nick background my nigger	N	Y	N	N
F	D	5031	@ThatAssholeAlan nick background my nigger	Y	Y	N	N
B	D	4986	@Tamela_X But a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex.	Y	Y	N	N
D	D	4986	@Tamela_X But a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex.	Y	N	N	N
F	D	4986	@Tamela_X But a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex.	Y	N	N	Y
A	D	4986	People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.	Y	N	Y	Y
B	D	4986	People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.	Y	N	N	N
D	D	4986	People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.	Y	N	N	N
C	D	4972	@TRUESMOKERYFB im coolin you know me same ole shit different day my nig	N	Y	N	N
E	D	4972	@TRUESMOKERYFB im coolin you know me same ole shit different day my nig	N	Y	N	N
F	D	4972	@TRUESMOKERYFB im coolin you know me same ole shit different day my nig	Y	Y	N	N
A	D	4962	@THERACISTDOCTOR One less little nigger that would grow up into a big nigger.	Y	Y	Y	N
C	D	4962	@THERACISTDOCTOR One less little nigger that would grow up into a big nigger.	Y	Y	N	N
D	D	4962	@THERACISTDOCTOR One less little nigger that would grow up into a big nigger.	Y	Y	N	N
D	D	4913	RT @SteveWorks4You @teaparty ...anti American Republicans and teabaggers stop forcing ur religion on the rest of us. Stockman u dont pray.liar	N			
E	D	4913	RT @SteveWorks4You @teaparty ...anti American Republicans and teabaggers stop forcing ur religion on the rest of us. Stockman u dont pray.liar	N	N	N	N
F	D	4913	RT @SteveWorks4You @teaparty ...anti American Republicans and teabaggers stop forcing ur religion on the rest of us. Stockman u dont pray.liar	Y	Y	N	N
C	D	4912	@SteveWorks4You ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....stockboy	N	N	N	N
D	D	4912	@SteveWorks4You ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....stockboy	Y	N	N	Y
E	D	4912	@SteveWorks4You ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....stockboy	Y	N	Y	N
E	D	4912	@SteveWorks4You ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....stockboy	N	N	N	N
F	D	4912	@SteveWorks4You ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....stockboy	Y	Y	N	Y
F	D	4912	@SteveWorks4You ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....stockboy	Y	Y	N	N
B	D	4912	RT @SteveWorks4You ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....stockboy	Y	Y	N	N
D	D	4912	RT @SteveWorks4You ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....stockboy	Y	N	N	Y
F	D	4912	RT @SteveWorks4You ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....stockboy	Y	Y	N	N
A	D	4912	SteveWorks4You ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....	Y	Y	Y	N
D	D	4912	SteveWorks4You ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....	Y	N	N	Y
E	D	4912	SteveWorks4You ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....	N	N	N	N
A	D	4906	@SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people	Y	Y	Y	N
B	D	4906	@SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people	Y	Y	N	N
C	D	4906	@SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people	Y	Y	N	N
A	D	4906	they probably hate me even more because not only do I look white (when I'm technically a poc), but I have white hair now I'm double cracker	N	Y	Y	N
B	D	4906	they probably hate me even more because not only do I look white (when I'm technically a poc), but I have white hair now I'm double cracker	N	Y	N	N
D	D	4906	they probably hate me even more because not only do I look white (when I'm technically a poc), but I have white hair now I'm double cracker	Y	N	N	Y
A	D	4904	@SteveStockmanTX bullshit..i guess the poor have all the money..tax money movers at same rate as working people.. you teabaggers are traitors	Y	Y	Y	N
D	D	4904	@SteveStockmanTX bullshit..i guess the poor have all the money..tax money movers at same rate as working people.. you teabaggers are traitors	Y	N	Y	Y
E	D	4904	@SteveStockmanTX bullshit..i guess the poor have all the money..tax money movers at same rate as working people.. you teabaggers are traitors	Y	N	N	N
C	D	4904	@SteveStockmanTX bullshit..i guess the poor have all the money..tax money movers at same rate as working people..you teabaggers are traitors	Y	Y	Y	N
E	D	4904	@SteveStockmanTX bullshit..i guess the poor have all the money..tax money movers at same rate as working people..you teabaggers are traitors	N	N	Y	N
F	D	4904	@SteveStockmanTX bullshit..i guess the poor have all the money..tax money movers at same rate as working people..you teabaggers are traitors	Y	Y	Y	N
A	D	4897	@StephyRae7 faggot.	Y	Y	Y	N
D	D	4897	@StephyRae7 faggot.	Y	Y	N	N
E	D	4897	@StephyRae7 faggot.	Y	Y	N	N
B	D	4895	@StephyRae7 No I'm pimping out you and those guys at the park playing bitch volleyball. #HairyChestsDoee	N	Y	N	N
C	D	4895	@StephyRae7 No I'm pimping out you and those guys at the park playing bitch volleyball. #HairyChestsDoee	N	Y	N	N
F	D	4895	@StephyRae7 No I'm pimping out you and those guys at the park playing bitch volleyball. #HairyChestsDoee	Y	Y	N	N
B	D	4890	@StephDaMARTIAN they made up endearing names for us like nigger spook & monkey	Y	Y	N	N
C	D	4890	@StephDaMARTIAN they made up endearing names for us like nigger spook & monkey	N	Y	N	N
F	D	4890	@StephDaMARTIAN they made up endearing names for us like nigger spook & monkey	Y	Y	N	N
C	D	4889	@SteezHOE this was my nigga in that bitch man!	N	Y	N	N
E	D	4889	@SteezHOE this was my nigga in that bitch man!	N	Y	N	N
F	D	4889	@SteezHOE this was my nigga in that bitch man!	Y	Y	N	N
A	D	4888	@SteezHOE that's my lil Nigga in the middle . I was locked Wid bitch	N	Y	Y	N
D	D	4888	@SteezHOE that's my lil Nigga in the middle . I was locked Wid bitch	N	Y	N	N
E	D	4888	@SteezHOE that's my lil Nigga in the middle . I was locked Wid bitch	N	Y	N	N
B	D	4879	@StanleyStinks Shame of you! Self-hating kike.   We Jews are G-d's chosen people.	Y	Y	N	N
D	D	4879	@StanleyStinks Shame of you! Self-hating kike.   We Jews are G-d's chosen people.	Y	Y	N	Y
F	D	4879	@StanleyStinks Shame of you! Self-hating kike.   We Jews are G-d's chosen people.	Y	Y	N	N
A	D	4864	RT @SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils	Y	Y	Y	N
B	D	4864	RT @SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils	Y	Y	N	N
C	D	4864	RT @SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils	Y	Y	N	N
B	D	4863	"@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil"	Y	N	Y	N
D	D	4863	"@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil"	N	Y	N	Y
F	D	4863	"@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil"	Y	Y	N	N
B	D	4863	@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil	Y	N	Y	N
C	D	4863	@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil	Y	N	N	N
F	D	4863	@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil	Y	Y	N	Y
A	D	4863	RT @iAmBitchassness: stop fucking calling these legends trash. Cuz the top artists of our generation "take" from the legends.	N	N	N	N
B	D	4863	RT @iAmBitchassness: stop fucking calling these legends trash. Cuz the top artists of our generation "take" from the legends.	N	Y	N	N
D	D	4863	RT @iAmBitchassness: stop fucking calling these legends trash. Cuz the top artists of our generation "take" from the legends.	N	N	N	N
C	D	4854	@SlowDollaz photoshop my nig	N	Y	N	N
E	D	4854	@SlowDollaz photoshop my nig	N	Y	N	N
F	D	4854	@SlowDollaz photoshop my nig	Y	Y	N	N
B	D	4853	"@SlothNG i can guarantee a few things: you 're white. you've never been anywhere NEAR a real ghetto. you, or a relative is a pig. 100%"	N	Y	N	N
D	D	4853	"@SlothNG i can guarantee a few things: you 're white. you've never been anywhere NEAR a real ghetto. you, or a relative is a pig. 100%"	Y	N	N	Y
F	D	4853	"@SlothNG i can guarantee a few things: you 're white. you've never been anywhere NEAR a real ghetto. you, or a relative is a pig. 100%"	Y	Y	N	Y
B	D	4853	"@SlothNG i can guarantee a few things: you're white . you've never been anywhere NEAR a real ghetto. you, or a relative is a pig.	N	N	N	N
E	D	4853	"@SlothNG i can guarantee a few things: you're white . you've never been anywhere NEAR a real ghetto. you, or a relative is a pig.	Y	N	N	N
F	D	4853	"@SlothNG i can guarantee a few things: you're white . you've never been anywhere NEAR a real ghetto. you, or a relative is a pig.	Y	Y	N	Y
B	D	4794	@SchulzGrayson @Dswizzle3 oh woulda coulda shoulda ass niggas bitch ass nigga, what u bout oh ban wagging ass nigga catch your phase	Y	Y	N	N
E	D	4794	@SchulzGrayson @Dswizzle3 oh woulda coulda shoulda ass niggas bitch ass nigga, what u bout oh ban wagging ass nigga catch your phase	Y	Y	N	N
F	D	4794	@SchulzGrayson @Dswizzle3 oh woulda coulda shoulda ass niggas bitch ass nigga, what u bout oh ban wagging ass nigga catch your phase	Y	Y	N	N
A	D	4775	@Sammytbh whats your youtube channel then faggot	Y	Y	Y	N
C	D	4775	@Sammytbh whats your youtube channel then faggot	N	Y	N	N
E	D	4775	@Sammytbh whats your youtube channel then faggot	Y	Y	N	N
B	D	4773	@Sammy_Sicko Get me a bag of those pink n white coloured van sweets please. Thanks dude :-)	N	N	N	N
E	D	4773	@Sammy_Sicko Get me a bag of those pink n white coloured van sweets please. Thanks dude :-)	N	N	N	N
F	D	4773	@Sammy_Sicko Get me a bag of those pink n white coloured van sweets please. Thanks dude :-)	N	N	N	N
A	D	4772	@SammySkinner hey nig	N	Y	Y	N
B	D	4772	@SammySkinner hey nig	N	Y	N	N
D	D	4772	@SammySkinner hey nig	N	Y	N	N
A	D	4765	RT @ahmadblack35: Can someone find the Georgia fan who talked trash to me and told me he hope we don't end up like Tennessee? Tell him I'm &#8230;	N	N	N	N
B	D	4765	RT @ahmadblack35: Can someone find the Georgia fan who talked trash to me and told me he hope we don't end up like Tennessee? Tell him I'm &#8230;	N	N	N	N
D	D	4765	RT @ahmadblack35: Can someone find the Georgia fan who talked trash to me and told me he hope we don't end up like Tennessee? Tell him I'm &#8230;	N	N	N	N
D	D	4743	@SMASEY you're such a faggot	Y	Y	N	N
D	D	4743	@SMASEY you're such a faggot	Y	Y	N	N
E	D	4743	@SMASEY you're such a faggot	Y	Y	N	N
F	D	4743	@SMASEY you're such a faggot	Y	Y	N	N
B	D	4719	@Rugarickrockers Ima make you a sick entrance song my nig	N	Y	N	N
C	D	4719	@Rugarickrockers Ima make you a sick entrance song my nig	N	Y	N	N
F	D	4719	@Rugarickrockers Ima make you a sick entrance song my nig	N	Y	N	N
A	D	4681	@RileyCooper_14 so your a "nigger" fighter huh	Y	Y	N	N
C	D	4681	@RileyCooper_14 so your a "nigger" fighter huh	Y	Y	N	N
E	D	4681	@RileyCooper_14 so your a "nigger" fighter huh	Y	Y	N	N
B	D	4660	"@RevolutionUK_ Jesus I would love to do that and more to those muzzie torturers, fucking animal savages"	Y	Y	N	N
E	D	4660	"@RevolutionUK_ Jesus I would love to do that and more to those muzzie torturers, fucking animal savages"	Y	N	Y	N
F	D	4660	"@RevolutionUK_ Jesus I would love to do that and more to those muzzie torturers, fucking animal savages"	Y	Y	N	Y
B	D	4650	RepGutierrez You are full of it! These so called children are not children. They are illegal border jumpers MS!# gang members	N	N	Y	N
E	D	4650	RepGutierrez You are full of it! These so called children are not children. They are illegal border jumpers MS!# gang members	Y	N	N	Y
F	D	4650	RepGutierrez You are full of it! These so called children are not children. They are illegal border jumpers MS!# gang members	Y	Y	N	Y
A	D	4645	@Reed8608 My nigga know he a bitch	Y	Y	Y	N
D	D	4645	@Reed8608 My nigga know he a bitch	N	Y	N	N
E	D	4645	@Reed8608 My nigga know he a bitch	Y	Y	N	N
A	D	4629	@RealGilbert &amp; the hunters anthem goes "Al Goreing we will go, Hi ho the dairy O Al Goreing we will go"	N	N	N	N
C	D	4629	@RealGilbert &amp; the hunters anthem goes "Al Goreing we will go, Hi ho the dairy O Al Goreing we will go"	N	N	N	N
D	D	4629	@RealGilbert &amp; the hunters anthem goes "Al Goreing we will go, Hi ho the dairy O Al Goreing we will go"	N	N	N	N
A	D	4626	@Ray_Lakee #fag  Fuckin pirelli tire black ass nigga whit a white boy shirt on but my nigga did loosen up a lil bit.#bowbow	Y	Y	Y	N
C	D	4626	@Ray_Lakee #fag  Fuckin pirelli tire black ass nigga whit a white boy shirt on but my nigga did loosen up a lil bit.#bowbow	Y	Y	N	N
E	D	4626	@Ray_Lakee #fag  Fuckin pirelli tire black ass nigga whit a white boy shirt on but my nigga did loosen up a lil bit.#bowbow	Y	Y	N	N
B	D	4610	@RSBerto Dumb Haitian fake black faggots. Go to Haiti and neck yourself.	Y	Y	N	N
F	D	4610	@RSBerto Dumb Haitian fake black faggots. Go to Haiti and neck yourself.	Y	Y	N	N
A	D	4603	@REM_2014 biiiiiiiitch don't start with this again haha my niggggg grandma come over hoe!! If ya want I'll try to scoop ya up today if ya	N	Y	Y	N
D	D	4603	@REM_2014 biiiiiiiitch don't start with this again haha my niggggg grandma come over hoe!! If ya want I'll try to scoop ya up today if ya	N	Y	N	N
E	D	4603	@REM_2014 biiiiiiiitch don't start with this again haha my niggggg grandma come over hoe!! If ya want I'll try to scoop ya up today if ya	Y	Y	N	N
C	D	4576	RT @ProsperINDIA ho no.  Without ur vote we lost the election. AK49 is taking oath as PM today. :-)	Y	N	N	N
E	D	4576	RT @ProsperINDIA ho no.  Without ur vote we lost the election. AK49 is taking oath as PM today. :-)	N	N	N	N
F	D	4576	RT @ProsperINDIA ho no.  Without ur vote we lost the election. AK49 is taking oath as PM today. :-)	N	N	N	N
A	D	4573	@Prophzilla I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +	Y	Y	Y	N
C	D	4573	@Prophzilla I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +	Y	Y	N	N
E	D	4573	@Prophzilla I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +	Y	Y	N	N
B	D	4572	@ProperEtacet fuck your mother, faggot	Y	Y	N	N
D	D	4572	@ProperEtacet fuck your mother, faggot	Y	Y	N	N
F	D	4572	@ProperEtacet fuck your mother, faggot	Y	Y	N	N
A	D	4519	@PatDollard Fuckin muzzie cunts, should all be deported, savages	Y	Y	Y	Y
C	D	4519	@PatDollard Fuckin muzzie cunts, should all be deported, savages	Y	Y	Y	N
E	D	4519	@PatDollard Fuckin muzzie cunts, should all be deported, savages	Y	Y	N	N
A	D	4511	@Pacific_Tomb yeah, us crackers are the devil.	N	Y	Y	N
D	D	4511	@Pacific_Tomb yeah, us crackers are the devil.	Y	Y	N	N
E	D	4511	@Pacific_Tomb yeah, us crackers are the devil.	N	N	N	N
B	D	4466	@Ole_Boy @m10eezy yes I'm white washed because I don't go around repping my hood and saying a bunch of ignorant nig terms.	Y	Y	N	N
D	D	4466	@Ole_Boy @m10eezy yes I'm white washed because I don't go around repping my hood and saying a bunch of ignorant nig terms.	Y	Y	N	Y
F	D	4466	@Ole_Boy @m10eezy yes I'm white washed because I don't go around repping my hood and saying a bunch of ignorant nig terms.	Y	Y	N	N
D	D	4460	@OfficialSkaiS kill yourself ugly ass monkey looking shit	Y	N	N	N
D	D	4460	@OfficialSkaiS kill yourself ugly ass monkey looking shit	Y	N	N	N
E	D	4460	@OfficialSkaiS kill yourself ugly ass monkey looking shit	Y	N	N	N
F	D	4460	@OfficialSkaiS kill yourself ugly ass monkey looking shit	Y	Y	N	N
A	D	4459	@OfficialSkai dont tell me what to do. fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot.	Y	Y	Y	N
C	D	4459	@OfficialSkai dont tell me what to do. fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot.	Y	Y	N	N
E	D	4459	@OfficialSkai dont tell me what to do. fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot.	Y	Y	N	N
D	D	4373	@NatlFascist88 @waspnse Jews and white race traitors have to be swept clean so the Aryan race can survive.	Y	N	N	Y
E	D	4373	@NatlFascist88 @waspnse Jews and white race traitors have to be swept clean so the Aryan race can survive.	Y	N	N	N
F	D	4373	@NatlFascist88 @waspnse Jews and white race traitors have to be swept clean so the Aryan race can survive.	Y	N	Y	N
A	D	4350	@NYRKelsMads   I be wishin you was local. I takes you to da Yankee game and spoil you	N	N	N	N
C	D	4350	@NYRKelsMads   I be wishin you was local. I takes you to da Yankee game and spoil you	N	Y	N	N
D	D	4350	@NYRKelsMads   I be wishin you was local. I takes you to da Yankee game and spoil you	N	N	N	N
A	D	4347	@NYDNSports @Yankees ugh , @Espo4710 put one 420 dead center off him @StFrancisNews	N	N	N	N
D	D	4347	@NYDNSports @Yankees ugh , @Espo4710 put one 420 dead center off him @StFrancisNews	N	N	N	N
E	D	4347	@NYDNSports @Yankees ugh , @Espo4710 put one 420 dead center off him @StFrancisNews	N	N	N	N
A	D	4346	@NTXProgressive Yeah..cause if anyone thinks this clown went to @target to buy Oreos is as stupid as all of them look	N	N	N	N
C	D	4346	@NTXProgressive Yeah..cause if anyone thinks this clown went to @target to buy Oreos is as stupid as all of them look	N	N	N	N
D	D	4346	@NTXProgressive Yeah..cause if anyone thinks this clown went to @target to buy Oreos is as stupid as all of them look	N	N	N	N
